Search results from the CABI Invasive Species Compendium Advanced Datasheet Search 8/8/2021.,,,,,,,,,,,
"Search summary - (distribution:""6252001"" OR distribution:""4482348"") AND (type:""Full"") AND (group:""Plants"") AND (riskLikelihoods:""riskHighlyLikelyToBeTransportedInternationallyAccidentally"")",,,,,,,,,,,
"Citation:  CABI, 2021. Invasive Species Compendium. Wallingford, UK: CAB International. www.cabi.org/isc.",,,,,,,,,,,
"Search URL: https://www.cabi.org/isc/AdvancedSearch/#(distribution:""@@6252001"" OR distribution:""@@4482348"") AND (type:""Full"") AND (group:""Plants"") AND (riskLikelihoods:""riskHighlyLikelyToBeTransportedInternationallyAccidentally"")",,,,,,,,,,,
For terms and conditions see: https://www.cabi.org/terms-and-conditions/,,,,,,,,,,,
Preferred scientific name, International common name, ISC content, Plant pest, Taxonomic group, Domain, Kingdon, Phylum, Class, Order, Family, Datasheet URL
Abutilon theophrasti, velvet leaf, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/1987
Acanthophora spicifera, , Full, No, Plants, Eukaryota, Plantae, Rhodophyta, Rhodophyceae, Ceramiales, Rhodomelaceae, https://www.cabi.org/isc/datasheet/107763
Acanthospermum australe, spiny-bur, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/118957
Acanthospermum hispidum, bristly starbur, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/2465
Achyranthes aspera, devil's horsewhip, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/2664
Adiantum hispidulum, rosy maidenhair fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, Polypodiales, Pteridaceae, https://www.cabi.org/isc/datasheet/3236
Aegilops cylindrica, , Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/108330
Agave sisalana, sisal hemp, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Agavaceae, https://www.cabi.org/isc/datasheet/3855
Ageratina adenophora, Croftonweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/23243
Ageratum conyzoides, billy goat weed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/3572
Ageratum houstonianum, Blue billygoatweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/3573
Agrostis avenacea, Pacific bent grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/95130
Alhagi maurorum, camelthorn, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/4215
Alopecurus myosuroides, black-grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/4360
Alopecurus pratensis, meadow foxtail, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/4361
Alternanthera philoxeroides, alligator weed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/4403
Alternanthera sessilis, sessile joyweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/4404
Alyssum desertorum, desert madwort, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/112171
Amaranthus dubius, spleen amaranth, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/4646
Amaranthus palmeri, Palmer amaranth, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/4649
Amaranthus spinosus, spiny amaranth, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/4653
Amaranthus tuberculatus, rough-fruited water-hemp, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/112200
Ambrosia artemisiifolia, common ragweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/4691
Ambrosia confertiflora, , Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/120550
Ambrosia psilostachya, perennial ragweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/4692
Ambrosia tenuifolia, lacy ragweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/109862
Ambrosia trifida, giant ragweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/4693
Andropogon glomeratus, bushy bluestem, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/118977
Andropogon virginicus, broomsedge, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/5286
Anthemis cotula, dog fennel, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/5672
Arctotheca calendula, capeweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/6729
Argemone mexicana, Mexican poppy, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Papaverales, Papaveraceae, https://www.cabi.org/isc/datasheet/6878
Argemone ochroleuca, pale Mexican pricklypoppy, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Papaverales, Papaveraceae, https://www.cabi.org/isc/datasheet/112405
Artemisia biennis, biennial wormwood, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/112441
Avena fatua, wild oat, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/8058
Avena sterilis, winter wild oat, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/8062
Azolla filiculoides, water fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Azollaceae, https://www.cabi.org/isc/datasheet/8119
Bassia hyssopifolia, fivehook bassia, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Chenopodiaceae, https://www.cabi.org/isc/datasheet/92365
Batis maritima, saltwort, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Bataceae, https://www.cabi.org/isc/datasheet/8562
Bidens pilosa, blackjack, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/9148
Boerhavia diffusa, red spiderling, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Nyctaginaceae, https://www.cabi.org/isc/datasheet/9460
Bothriochloa ischaemum, yellow bluestem, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112759
Brachypodium sylvaticum, slender false brome, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/9890
Brassica nigra, black mustard, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/10097
Brassica rapa, field mustard, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/121115
Brassica tournefortii, African mustard, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/50069
Bromus diandrus, great brome, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10024
Bromus hordeaceus, soft brome, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10026
Bromus japonicus, Japanese brome, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10028
Bromus rigidus, ripgut brome, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10032
Bromus secalinus, rye brome, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10034
Bromus tectorum, downy brome, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10036
Brugmansia suaveolens, white angel's trumpet, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/107903
Bunias orientalis, Turkish warty-cabbage, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/109130
Calopogonium mucunoides, calopo, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/14060
Calotropis procera, apple of sodom, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Apocynaceae, https://www.cabi.org/isc/datasheet/16848
Capsella bursa-pastoris, shepherd's purse, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/11223
Cardamine flexuosa, wavy bittercress, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/112949
Cardiospermum halicacabum, balloon vine, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Sapindales, Sapindaceae, https://www.cabi.org/isc/datasheet/16033
Carduus nutans, nodding thistle, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/11259
Caulerpa taxifolia, killer algae, Full, No, Plants, Eukaryota, Plantae, Chlorophyta, Bryopsidophyceae, Bryopsidales, Caulerpaceae, https://www.cabi.org/isc/datasheet/29292
Cenchrus biflorus, Indian sandbur, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113042
Centaurea debeauxii, meadow knapweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/113056
Centaurea diffusa, diffuse knapweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/12039
Centaurea melitensis, Maltese starthistle, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/109133
Centaurea solstitialis, yellow starthistle, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/12043
Centaurea stoebe subsp. micranthos, spotted knapweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/12040
Centratherum punctatum, lark daisy, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/14608
Ceratocephala testiculata, bur buttercup, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Ranunculales, Ranunculaceae, https://www.cabi.org/isc/datasheet/113121
Ceratophyllum demersum, coontail, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Nymphaeales, Ceratophyllaceae, https://www.cabi.org/isc/datasheet/16222
Chloris gayana, Rhodes grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/13115
Chondrilla juncea, rush skeletonweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/110385
Christella dentata, soft fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Thelypteridaceae, https://www.cabi.org/isc/datasheet/113279
Chromolaena odorata, Siam weed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/23248
Chrysanthemoides monilifera, boneseed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13119
Chrysopogon aciculatus, golden false beardgrass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/12475
Cinnamomum burmanni, padang cassia, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Laurales, Lauraceae, https://www.cabi.org/isc/datasheet/13516
Cirsium arvense, creeping thistle, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13628
Cirsium vulgare, spear thistle, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13631
Cleome rutidosperma, fringed spiderflower, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Capparaceae, https://www.cabi.org/isc/datasheet/14044
Cleome viscosa, Asian spiderflower, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Capparaceae, https://www.cabi.org/isc/datasheet/14045
Clerodendrum chinense, Chinese glory bower, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/113371
Clerodendrum quadriloculare, bronze-leaved clerodendrum, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/14334
Clidemia hirta, Koster's curse, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Melastomataceae, https://www.cabi.org/isc/datasheet/13934
Codium fragile subsp. tomentosoides, , Full, No, Plants, Eukaryota, Plantae, Chlorophyta, Bryopsidophyceae, Bryopsidales, Codiaceae, https://www.cabi.org/isc/datasheet/107769
Conyza bonariensis, hairy fleabane, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/15250
Conyza canadensis, Canadian fleabane, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/15251
Cosmos caudatus, wild cosmos, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/117946
Cosmos sulphureus, sulphur cosmos, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/110395
Crassula helmsii, Australian swamp stonecrop, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Crassulaceae, https://www.cabi.org/isc/datasheet/16463
Crotalaria spectabilis, showy rattlepod, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/16161
Crypsis schoenoides, swamp pricklegrass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113637
Crypsis vaginiflora, African pricklegrass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120573
Cuscuta campestris, field dodder, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Cuscutaceae, https://www.cabi.org/isc/datasheet/17111
Cuscuta epithymum, alfalfa dodder, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Cuscutaceae, https://www.cabi.org/isc/datasheet/17114
Cuscuta europaea, European dodder, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Cuscutaceae, https://www.cabi.org/isc/datasheet/17113
Cuscuta japonica, Japanese dodder, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Cuscutaceae, https://www.cabi.org/isc/datasheet/17116
Cyanthillium cinereum, little ironweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/113702
Cyclosorus parasiticus, parasitic maiden fern, Full, Yes, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Thelypteridaceae, https://www.cabi.org/isc/datasheet/120368
Cynara cardunculus, cardoon, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/17584
Cynodon dactylon, Bermuda grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/17463
Cynodon nlemfuensis, African Bermuda-grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/86155
Cynoglossum officinale, hound's tongue, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Boraginales, Boraginaceae, https://www.cabi.org/isc/datasheet/14550
Cyperus difformis, small-flowered nutsedge, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17495
Cyperus esculentus, yellow nutsedge, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17496
Cyperus rotundus, purple nutsedge, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17506
Cytisus scoparius, Scotch broom, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/17610
Dactyloctenium aegyptium, crowfoot grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/19321
Datura ferox, fierce thornapple, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/85429
Datura innoxia, downy thorn apple, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/18004
Datura metel, Hindu datura, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/18005
Daucus carota, carrot, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Apiales, Apiaceae, https://www.cabi.org/isc/datasheet/18018
Descurainia sophia, flixweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/110230
Desmodium incanum, creeping beggerweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/109200
Dichanthium annulatum, Kleberg's bluestem, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113873
Dichanthium aristatum, angelton bluestem, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/72738166
Digitaria bicornis, Asian crabgrass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120117
Digitaria ciliaris, southern crabgrass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/18912
